"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Testing for Temporal Variation in Diversification Rates When Sampling is Incomplete and Nonrandom","https://scispace.com/paper/testing-for-temporal-variation-in-diversification-rates-when-12dkyjtr2x","2011","Journal Article","Systematic Biology","Chad D. Brock
Luke J. Harmon
Michael E. Alfaro","10.1093/sysbio/syr007","https://www.zotero.org/johankarlssonk9/items/TVYVQMF5/attachment/BZUTT48B/reader","A common pattern found in phylogeny-based empirical studies of diversification is a decrease in the rate of lineage accumulation toward the present. This early-burst pattern of cladogenesis is often interpreted as a signal of adaptive radiation or density-dependent processes of diversification. However, incomplete taxonomic sampling is also known to artifactually produce patterns of rapid initial diversification. The Monte Carlo constant rates (MCCR) test, based upon Pybus and Harvey's gamma (γ)-statistic, is commonly used to accommodate incomplete sampling, but this test assumes that missing taxa have been randomly pruned from the phylogeny. Here we use simulations to show that preferentially sampling disparate lineages within a clade can produce severely inflated type-I error rates of the MCCR test, especially when taxon sampling drops below 75%. We first propose two corrections for the standard MCCR test, the proportionally deeper splits that assumes missing taxa are more likely to be recently diverged, and the deepest splits only MCCR that assumes that all missing taxa are the youngest lineages in the clade, and assess their statistical properties. We then extend these two tests into a generalized form that allows the degree of nonrandom sampling (NRS)to be controlled by a scaling parameter, α. This generalized test is then applied to two recent studies. This new test allows systematists to account for nonrandom taxonomic sampling when assessing temporal patterns of lineage diversification in empirical trees. Given the dramatic affect NRS can have on the behavior of the MCCR test, we argue that evaluating the sensitivity of this test to NRS should become the norm when investigating patterns of cladogenesis in incompletely sampled phylogenies."
"Origin, diversification, and systematics of the New Zealand skink fauna (Reptilia: Scincidae)","https://scispace.com/paper/6UA2HSHV","8/2009","Journal Article","Molecular Phylogenetics and Evolution","David G. Chapple
Peter A. Ritchie
Charles H. Daugherty","10.1016/j.ympev.2009.03.021","https://www.zotero.org/johankarlssonk9/items/6UA2HSHV/attachment/FPU7TFQU/reader","The diverse scincid lizard fauna of the largely submerged subcontinent of Zealandia (which incorporates New Zealand, New Caledonia, Lord Howe Island, Norfolk Island, and the Chatham Islands) forms a monophyletic lineage within the Eugongylus group of skinks. We use 4062 bp of mitochondrial (ND2, ND4, Cytochrome b, 12SrRNA, 16SrRNA) and nuclear (Rag-1) DNA sequence data to recover a molecular phylogeny for the New Zealand skink fauna, and investigate the origin and diversiﬁcation of skinks in New Zealand. Our phylogeny includes 32 of the 33 extant described New Zealand skink species (Cyclodina and Oligosoma), the Lord Howe Island skink (C. lichenigera), and representatives from several New Caledonian genera. Neighbour-joining, Maximum Parsimony, Maximum Likelihood, and Bayesian phylogenetic analyses are used to demonstrate that the New Zealand skink species form a single monophyletic lineage, with C. lichenigera representing a closely related sister lineage to the New Zealand radiation. Our relaxed molecular clock analyses indicate that skinks colonised New Zealand in the early Miocene (16–22.6 mya), shortly after the ‘Oligocene drowning’ event ( 25 mya). We propose that skinks reached New Zealand from New Caledonia via long-distance overwater dispersal, with C. lichenigera persisting on volcanic islands along the Lord Howe Rise and Norfolk Ridge. Eight major genetic clades are evident within the New Zealand skink fauna, with the divergences among these clades during the early to mid-Miocene resulting in distinct open habitat, forest, and coastal radiations. Subsequent diversiﬁcation in the late Miocene–Pliocene appears to coincide with tectonic activity along the Alpine Fault and the uplift of the Southern Alps. We were unable to resolve the phylogenetic afﬁnities of O. suteri, New Zealand’s only native oviparous skink. We use the phylogeny and topology tests to resolve several taxonomic issues and assess the taxonomic status of several suspected undescribed taxa. We complete a generic revision for the New Zealand skink fauna, placing C. lichenigera and all native New Zealand species into a single genus."
"Pleistocene Park: Does re-wilding North America represent sound conservation for the 21st century?","https://scispace.com/paper/ZSE7BVGR","10/2006","Journal Article","Biological Conservation","Dustin R. Rubenstein
Daniel I. Rubenstein
Paul W. Sherman
Thomas A. Gavin","10.1016/j.biocon.2006.04.003","https://www.zotero.org/johankarlssonk9/items/ZSE7BVGR/attachment/A55FFCJE/reader","A group of conservation biologists recently proposed to populate western North America with African and Asian megafauna, including lions, elephants, cheetahs, and camels, to create a facsimile of a species assemblage that disappeared from the continent some 13,000 years ago. The goals of this program, known as ‘‘Pleistocene re-wilding’’, are to restore some of the evolutionary and ecological potential that was lost from North America during the Pleistocene extinctions, and help prevent the extinction of selected African and Asian mammals. Pleistocene re-wilders justify this conservation strategy on ethical and aesthetic grounds, arguing that humans have a moral responsibility to make amends for overexploitation by our ancestors. They believe that the ﬂora of many North American terrestrial ecosystems has gone basically unchanged since the end of the Pleistocene, so re-wilding would help restore evolutionary and ecological potential and improve ecosystem functioning. This paper discusses some of the pros and cons of this proposal, including the ethical, aesthetic, ecological, and evolutionary issues, assesses its potential economic and political impacts on other conservation practices, both in North America and elsewhere, and reviews the realities of large mammal reintroductions. It is concluded that Pleistocene re-wilding with exotic species will not restore the evolutionary or ecological potential of native North American species nor extinct Pleistocene megafauna and their ancient ecosystems, but may instead jeopardize indigenous species and North American ecosystems. Resources would be better spent on preserving threatened organisms in their native habitats and reintroducing them to places in their historical ranges from which they were only recently extirpated."
"Evolutionary rates of mitochondrial genomes correspond to diversification rates and to contemporary species richness in birds and reptiles","https://scispace.com/paper/BX2NBV9Q","2010","Journal Article","Proceedings of the Royal Society B: Biological Sciences","Soo Hyung Eo
J. Andrew DeWoody","10.1098/rspb.2010.0965","https://www.zotero.org/johankarlssonk9/items/BX2NBV9Q/attachment/JMIMM3GT/reader","Rates of biological diversification should ultimately correspond to rates of genome evolution. Recent studies have compared diversification rates with phylogenetic branch lengths, but incomplete phylogenies hamper such analyses for many taxa. Herein, we use pairwise comparisons of confamilial sauropsid (bird and reptile) mitochondrial DNA (mtDNA) genome sequences to estimate substitution rates. These molecular evolutionary rates are considered in light of the age and species richness of each taxonomic family, using a random-walk speciation–extinction process to estimate rates of diversification. We find the molecular clock ticks at disparate rates in different families and at different genes. For example, evolutionary rates are relatively fast in snakes and lizards, intermediate in crocodilians and slow in turtles and birds. There was also rate variation across genes, where non-synonymous substitution rates were fastest at
              ATP8
              and slowest at
              CO
              3. Family-by-gene interactions were significant, indicating that local clocks vary substantially among sauropsids. Most importantly, we find evidence that mitochondrial genome evolutionary rates are positively correlated with speciation rates and with contemporary species richness. Nuclear sequences are poorly represented among reptiles, but the correlation between rates of molecular evolution and species diversification also extends to 18 avian nuclear genes we tested. Thus, the nuclear data buttress our mtDNA findings."
"Conflicting Mitochondrial and Nuclear Phylogenies for the Widely Disjunct Emys (Testudines: Emydidae) Species Complex, and What They Tell Us about Biogeography and Hybridization","https://scispace.com/paper/conflicting-mitochondrial-and-nuclear-phylogenies-for-the-4y3l1qvvsm","2009","Journal Article","Systematic Biology","Phillip Q. Spinks
H. Bradley Shaffer","10.1093/sysbio/syp005","https://scispace.com/pdf/conflicting-mitochondrial-and-nuclear-phylogenies-for-the-4y3l1qvvsm.pdf","Understanding the mechanisms by which widely disjunct members of a clade came to occupy their current distribution is one of the fundamental challenges of biogeography. Here, we used data from 7 nuclear and 1 mitochondrial gene to examine the phylogenetic and biogeographic history of Emys, a clade of turtles that is broadly disjunct in western and eastern North America and Europe. We found strong disagreement between mitochondrial and nuclear gene trees, with mitochondrial DNA supporting the monophyly of the North American taxa (marmorata + blandingii) to the exclusion of the European orbicularis, and nuclear genes supporting the monophyly of (blandingii + orbicularis) to the exclusion of marmorata. We used fossil-calibrated molecular chronograms, in combination with supporting evidence from the fossil record and paleoclimatology, to identify a potential example of ancient hybridization and mitochondrial gene capture 12 million years ago, which explains this discrepancy. Based on the weight of evidence, we argue that the invasion of Eurasia by Emys orbicularis occurred about 16 Ma via a trans-Beringian land bridge. The case of Emys emphasizes how single-gene trees can be strongly affected by population processes, including hybridization, and that the effects of these processes can persist through long periods of evolutionary history. Given the chaotic state of the current taxonomy of these turtles, our work also emphasizes the care that should be used in implementing taxonomic changes based on 1 or a few gene trees and the importance of taking a conservative approach in renaming or splitting higher taxa based on apparent nonmonophyly."
"Comparing patterns of nuclear and mitochondrial divergence in a cryptic species complex: the case of Iberian and North African wall lizards (Podarcis, Lacertidae): DIVERSIFICATION IN IBERIAN AND NORTH AFRICAN WALL LIZARDS","https://scispace.com/paper/comparing-patterns-of-nuclear-and-mitochondrial-divergence-51qmlbzbat","05/2007","Journal Article","Biological Journal of The Linnean Society","Catarina Pinho
D. James Harris
Nuno Ferrand","10.1111/j.1095-8312.2007.00774.x","https://www.zotero.org/johankarlssonk9/items/8N43N936/attachment/2RB7TSSZ/reader","Combining different sources of information is essential for a complete understanding of the process of genetic differentiation between species. The Iberian and North African wall lizard (Podarcis) species complex has been the object of several studies regarding morphological and mitochondrial DNA variation but, so far, no large-scale survey of nuclear variation within this group has been accomplished. In this study, ten polymorphic allozyme loci were studied in 569 individuals collected across the Iberian Peninsula and North Africa. The obtained data were analysed using both conventional population genetic tools and recent Bayesian model-based clustering methods. Our results show that there are several well-differentiated entities corroborating the major splits observed in mtDNA analyses. These groups correspond not only to the fully recognized species Podarcis bocagei, Podarcis carbonelli, and Podarcis vaucheri but also to multiple forms within the polytypic Podarcis hispanica, all of which have a similar level of differentiation to that observed between the acknowledged species. However, relationships between forms are weakly supported both by population and individual clustering methods, suggesting a scenario of a rapid diversification that contrasts to the clear bifurcating model assumed from previous mtDNA analyses. Individual multilocus analyses report few individuals misassigned or apparently admixed, some of which are most likely explained by the persistence of high levels of ancestral polymorphism. Other admixed individuals, however, are probably the result of limited levels of gene flow between forms. © 2007 The Linnean Society of London, Biological Journal of the Linnean Society, 2007, 91, 121–133."
"Towards a Dynamic Analysis of Weighted Networks in Biogeography","https://scispace.com/paper/towards-a-dynamic-analysis-of-weighted-networks-in-476sqwu9ym","2012","Journal Article","Systematic Biology","Daniel A. Dos Santos
María Gabriela Cuezzo
María Celina Reynaga
Eduardo Domínguez","10.1093/sysbio/syr098","https://www.zotero.org/johankarlssonk9/items/NF9EYIJA/attachment/4KC6PS4Z/reader","An improvement to the Network Analysis Method (NAM) in Biogeography based on weighted inference and dynamic exploration of sympatry networks is proposed. Intricate distributions of species result in a reticulated structure of spatial associations. Species are geographically connected through sympatry links forming an overall natural network in biogeography. Spatial records are the signals that provide evidence to infer these sympatry links in the network. Punctual data are independent of a priori area determination. NAM is oriented to detect groups of species embedded into the global network that are internally sustained by sympatric cohesiveness but weakly connected (or disconnected) to outgroup entities. These groups, called units of co-occurrence (UCs), are segregated through the iterative removal of intermediary species according to their betweenness scores. Instances of analysis of the original NAM are improved through the following changes and extensions: (i) inference of weighted sympatry networks using new measures sensitive to the strength of overlap and topological resemblance between set of points; (ii) construction of a basal network discriminating major from minor sympatry associations; (iii) evaluation of the entire process of iterative removal of intermediary species for the selection of UCs found on different subnetworks; (iv) network partitioning based on the intrinsic cohesiveness of the UCs; (v) production of a graphical tool (cleavogram) depicting the structural changes of the network along the removal process. Improvements are tested using real and hypothetical data sets. Resolution of patterns is notably increased due to a more accurate recognition of allopatric patterns and the possibility of segregating spatially overlapped UCs. As in original NAM, spatial expressions of UCs are building blocks for biogeography supported by strictly endemic and connected species through sympatry paths."
"Niche-separation and conservation biogeography of Madagascar’s fork-marked lemurs (Cheirogaleidae: Phaner): Evidence of a new cryptic species?","https://scispace.com/paper/93AMBKAN","09/2021","Journal Article","Global Ecology and Conservation","Daniel Hending","10.1016/j.gecco.2021.e01738","https://www.zotero.org/johankarlssonk9/items/93AMBKAN/attachment/KYPQZ4FC/reader","Ecological niche modeling can provide insights into a species’ demography, ecology and biogeography, and the environmental factors that determine them. Exploration of ecological niche models and niche-divergence among closely-related and cryptic organisms can also be useful for species delineation and discrimination, and such information can inform and facilitate conservation of their populations. In this study, I used an ecological niche modeling approach to investigate the conservation biogeography of the fork-marked lemurs (genus Phaner), a group of cryptic, nocturnal primates that are endemic to Madagascar. I constructed all ecological niche models in MaxEnt, using a range of climatic and habitat-related variables. I examined interspecific niche-separation within the Phaner genus, and among two sub-populations of P. electromontis, a species which has previously been hypothesized to represent two distinct, cryptic taxa. All ecological niche models performed well and with high accuracy, and whilst the percentage contribution of each environmental variable differed between species, the results suggested that climate may be the primary determinant of Phaner distribution. Further, all four Phaner species occupied distinct ecological niches, a result that was also mirrored in the two P. electromontis subpopulations. This suggests that one of the two sub-populations may indeed be a distinct, as-yet undescribed species, but further genetic and ecological research is needed to substantiate this result. Finally, the ecological niche models revealed that only 23.0% of the suitable land area for Phaner occurrence within Madagascar is forested, limiting the geographic distribution of these lemurs. Whilst much of this suitable habitat is thankfully protected, deforestation continues throughout Madagascar, and this under-studied group of lemurs requires further research attention and continued conservation efforts."
"Dragon's Paradise Lost: Palaeobiogeography, Evolution and Extinction of the Largest-Ever Terrestrial Lizards (Varanidae)","https://scispace.com/paper/3ZKN5PWE","2009","Journal Article","PLoS ONE","Scott A. Hocknull
Philip J. Piper
Gert D. Van Den Bergh
Rokus Awe Due
Michael J. Morwood
Iwan Kurniawan
Samuel T. Turvey","10.1371/journal.pone.0007241","https://www.zotero.org/johankarlssonk9/items/3ZKN5PWE/attachment/HHLYH9JZ/reader","Background: The largest living lizard species, Varanus komodoensis Ouwens 1912, is vulnerable to extinction, being restricted to a few isolated islands in eastern Indonesia, between Java and Australia, where it is the dominant terrestrial carnivore. Understanding how large-bodied varanids responded to past environmental change underpins long-term management of V. komodoensis populations.
Methodology/PrincipalFindings: We reconstruct the palaeobiogeography of Neogene giant varanids and identify a new (unnamed) species from the island of Timor. Our data reject the long-held perception that V. komodoensis became a giant because of insular evolution or as a specialist hunter of pygmy Stegodon. Phyletic giantism, coupled with a westward dispersal from mainland Australia, provides the most parsimonious explanation for the palaeodistribution of V. komodoensis and the newly identified species of giant varanid from Timor. Pliocene giant varanid fossils from Australia are morphologically referable to V. komodoensis suggesting an ultimate origin for V. komodoensis on mainland Australia (.3.8 million years ago). Varanus komodoensis body size has remained stable over the last 900,000 years (ka) on Flores, a time marked by major faunal turnovers, extinction of the island’s megafauna, the arrival of early hominids by 880 ka, co-existence with Homo floresiensis, and the arrival of modern humans by 10 ka. Within the last 2000 years their populations have contracted severely.
Conclusions/Significance: Giant varanids were once a ubiquitous part of Subcontinental Eurasian and Australasian faunas during the Neogene. Extinction played a pivotal role in the reduction of their ranges and diversity throughout the late Quaternary, leaving only V. komodoensis as an isolated long-term survivor. The events over the last two millennia now threaten its future survival."
"High Resolution Population Maps for Low Income Nations: Combining Land Cover and Census in East Africa","https://scispace.com/paper/high-resolution-population-maps-for-low-income-nations-2zlj84h1mu","2007","Journal Article","PLOS ONE","Andrew J. Tatem
Abdisalan M. Noor
Craig Von Hagen
Antonio Di Gregorio
Simon I. Hay
Peter Gething","10.1371/journal.pone.0001298","https://www.zotero.org/johankarlssonk9/items/72DW25ZL/attachment/EPYG8FXD/reader","BACKGROUND: Between 2005 and 2050, the human population is forecast to grow by 2.7 billion, with the vast majority of this growth occurring in low income countries. This growth is likely to have significant social, economic and environmental impacts, and make the achievement of international development goals more difficult. The measurement, monitoring and potential mitigation of these impacts require high resolution, contemporary data on human population distributions. In low income countries, however, where the changes will be concentrated, the least information on the distribution of population exists. In this paper we investigate whether satellite imagery in combination with land cover information and census data can be used to create inexpensive, high resolution and easily-updatable settlement and population distribution maps over large areas. METHODOLOGY/PRINCIPAL FINDINGS: We examine various approaches for the production of maps of the East African region (Kenya, Uganda, Burundi, Rwanda and Tanzania) and where fine resolution census data exists, test the accuracies of map production approaches and existing population distribution products. The results show that combining high resolution census, settlement and land cover information is important in producing accurate population distribution maps. CONCLUSIONS: We find that this semi-automated population distribution mapping at unprecedented spatial resolution produces more accurate results than existing products and can be undertaken for as little as $0.01 per km(2). The resulting population maps are a product of the Malaria Atlas Project (MAP: http://www.map.ox.ac.uk) and are freely available."
