"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract"
"Effects of animate vs. inanimate stimuli on curiosity behavior in greater galago and slow loris","https://scispace.com/paper/Q75AJMVL","1/1982","Journal Article","Primates","Carol Jaenicke
Annette Ehrlich","10.1007/BF02381441","https://www.zotero.org/johankarlssonk9/items/Q75AJMVL/attachment/WB6K2ML3/reader","Captive prosimians housed in a semi-natural laboratory environment were exposed to novel stimuli, both animate (cat, snake) and inanimate (empty box). Observations were made by means of closed circuit TV. Animate stimuli elicited considerably more interest (about 42 ~ of a test session) than the inanimate stimulus (about 12% of the test session). The more vulnerable species, the slow loris, displayed as much curiosity as the less vulnerable species, the greater galago; but, in the presence of live stimuli, lorises were more cautious. They moved slowly and silently, employed contact as a mode of investigation significantly less often than galagos, spent significantly less time than galagos investigating from within 3 ft, took significantly longer than galagos to make their first approaches to within the 3 ft zone, and, once there, stayed for significantly shorter visits than galagos. The data demonstrate: (1) that prosimians are highly responsive to novelty if the stimuli are appropriate; and (2) that it is important to take into account not just whether animals investigate but also how they investigate."
"Sociality in a nocturnal “solitary” prosimian:Galago crassicaudatus","https://scispace.com/paper/sociality-in-a-nocturnal-solitary-prosimian-galago-2l8rir1dgp","12/1985","Journal Article","International Journal of Primatology","Anne B. Clark","10.1007/BF02692290","https://www.zotero.org/johankarlssonk9/items/PKNVZ72A/attachment/UJYA5PHK/reader","A 16-month field study of the nocturnal prosimianGalago crassicaudatus umbrosus in the Northern Transvaal, South Africa, revealed extensive homerange overlaps between adults of both sexes, age-graded male tolerance, and a high rate of direct affiliative contact between individuals of most age-sex classes. These results contrast with the general characterization of nocturnal lorisid sociality given by Charles-Dominique (1978). Nocturnal prosimians’ dispersion while foraging supports the predation model of group cohesion in diurnal primates. The problem of group size and cohesion should be divorced from that of social networks and social complexity. There may be benefits to social interactions which transcend group living. The more subtle differences in nocturnal prosimian sociality need to be reconsidered in the light of current sociobiological and socioecological theory."
"Fluorescence in Situ Hybridization Reveals Homologies Among Tarsier, Galago, and Human Karyotypes","https://scispace.com/paper/fluorescence-in-situ-hybridization-reveals-homologies-among-5f2fssu3mr","1995","Book Section","","L. Alterman
Gerald A. Doyle
M. Kay Izard
Kim Coleman Healy","10.1007/978-1-4757-2405-9_14","https://www.zotero.org/johankarlssonk9/items/7KRMFLIQ/attachment/K34BSBHS/reader","The current majority position among morphologists regards Tarsius and Anthropoidea as sister taxa. This grouping, suborder Haplorhini, is supported by shared derived characters of the orbit, retina, placenta (Luckett, 1982) and basicranium (MacPhee and Cartmill, 1986) in addition to the derived nasal morphology from which the clade takes its name. Tarsius’s highly derived body plan complicates the interpretation of tarsier-anthropoid similarities, however, leading other morphologists to reject them as nonhomologous consequences of tarsier specializations. Schwartz and Tattersall (1987) propose a tarsier-lorisiform clade in lieu of a tarsier-anthropoid one; Simons and Rasmussen (1989) regard the most salient tarsier-anthropoid correspondences in cranial anatomy as convergent."
"Simulating Trees with a Fixed Number of Extant Species","https://scispace.com/paper/simulating-trees-with-a-fixed-number-of-extant-species-4c5fenm2ke","2011","Journal Article","Systematic Biology","Tanja Stadler","10.1093/sysbio/syr029","https://scispace.com/pdf/simulating-trees-with-a-fixed-number-of-extant-species-4c5fenm2ke.pdf","In this paper, I develop efficient tools to simulate trees with a fixed number of extant species. The tools are provided in my open source R-package TreeSim available on CRAN. The new model presented here is a constant rate birth-death process with mass extinction and/or rate shift events at arbitrarily fixed times 1) before the present or 2) after the origin. The simulation approach for case (2) can also be used to simulate under more general models with fixed events after the origin. I use the developed simulation tools for showing that a mass extinction event cannot be distinguished from a model with constant speciation and extinction rates interrupted by a phase of stasis based on trees consisting of only extant species. However, once we distinguish between mass extinction and period of stasis based on paleontological data, fast simulations of trees with a fixed number of species allow inference of speciation and extinction rates using approximate Bayesian computation and allow for robustness analysis once maximum likelihood parameter estimations are available."
"Acacia gum and its use by bushbabies,Galago senegalensis (Primates: Lorisidae)","https://scispace.com/paper/acacia-gum-and-its-use-by-bushbabies-galago-senegalensis-1msl73d2k5","6/1980","Journal Article","International Journal of Primatology","S. K. Bearder
R. D. Martin","10.1007/BF02735592","https://www.zotero.org/johankarlssonk9/items/PPQRM73U/attachment/3G7RWA3W/reader","Lesser bushbabies (Galago senegalensis moholi)were studied by radiotracking over a 2-year period (August 1975 to August 1977)at a thornveld study site in the Northern Transvaal, South Africa. It was confirmed that the diet consisted exclusively of plant exudates (gums) and arthropods;available fruits were never eaten. The gums were taken from the trunks and branches of Acaciatrees, particularly from Acacia karroo(the major source), from A. tortilis,and to a small extent from A. nilotica.Chemical analysis shows that gums consist predominantly of carbohydrates and water, with small quantities of fiber, protein, and minerals (notably calcium, magnesium, and potassium). Thus, the gums probably present first and foremost a source of carbohydrate in the diet of the lesser bushbaby, though it seems likely that special mechanisms must exist for digestion of the polymerized pentose and hexose sugars. The calcium content of the gums (approx. 1% by weight) is probably significant in offsetting the low calcium content of the arthropod prey, and their high calcium:phosphorus ratio may well counterbalance the low calcium:phosphorus ratio of the arthropods. The gums are apparently produced largely in response to insect activity. Larvae of beetles (families Cerambycidae,Buprestidae, and Elateridae) and of moths (family Coccidae) bore channels beneath the tree surface, and gum is liberated through apertures made during invasion of the host Acacia.Fly larvae (family Odiniidae) may also develop in the gumfilled cavities. Gum exuding onto the surface is collected by the bushbabies on regular nightly visits, and firm evidence was obtained, in the form of characteristic marks on trap baseboards and certain gum sites, that the toothscraper in the lower jaw is used to scoop away gum from tree surfaces. Foraging for, and feeding upon, gum increased during the winter months, which may be particularly harsh in certain years. In the especially cold winter covered by the study, insect availability was minimal and the lesser bushbabies fed mainly on gum, with some of them reducing their total activity period during the night. Gums are available throughout the year and detailed records indicated no clearcut seasonal pattern of gum production. They are therefore an important yearround food resource for the lesser bushbabies. Feeding on gums has been reported for a wide range of primate species in recent years (especially for various species of the families Cheirogaleidae, Lorisidae, and Callitrichidae), and these plant exudates must now be regarded as an important dietary category within the order Primates."
"Communication inGalago crassicaudatus","https://scispace.com/paper/DYQWZAWF","10/1976","Journal Article","Primates","Jocelyn M. Tandy","10.1007/BF02382909","https://www.zotero.org/johankarlssonk9/items/DYQWZAWF/attachment/D8JXA35B/reader","The olfactory, visual and, auditory communicative behaviors of a colony of feral Galago crassicaudatus (four males ad three females) observed over a two year period are documented. The enclosure was constructed to simulate a natural environment, but all stimulus possibilities available in the wild were not present and several new ones were introduced. It is not known how many of such differencesmay have affected the animals' behavior, however not all behaviors observed in the wild appear in the lab."
"Daytime variations of serum testosterone and luteinizing hormone in captive thick-tailed bush babies (Galago garnetti)","https://scispace.com/paper/EWV9VA58","4/1994","Journal Article","Primates","R. O. Ojoo
G. E. Otianga-Owiti
D. Oduor-Okelo
E. O. Wango","10.1007/BF02382056","https://www.zotero.org/johankarlssonk9/items/EWV9VA58/attachment/XNI9ZVYA/reader","Mean daytime serum levels of testosterone (T) and luteinizing hormone (LH) were determined in eight male thick-tailed bush babies at different times of the day by radioimmunoassay and leydig cell bioassay respectively. Blood samples were obtained twice a week from each animal at different times of the day between 08:30 and 16:00. This was carried out for a period of eight weeks. There was significantly higher mean serum T levels in the morning compared to evening hours (t7< 0.05). There was no significant variation in mean serum LH levels, and no significant correlation between serum T and LH levels."
"Aspects of reproduction and behavioral and vocal development in Senegal Bushbabies(Galago senegalensis)","https://scispace.com/paper/aspects-of-reproduction-and-behavioral-and-vocal-development-3paeb7daen","2/1989","Journal Article","International Journal of Primatology","Elke Zimmermann","10.1007/BF02735700","https://www.zotero.org/johankarlssonk9/items/3RSLIL9I/attachment/XFZ8AE7B/reader","Aspects of reproduction and development of the young in Galago senegalensiswere investigated as part of a long-term study of small groups which were housed at indoor and outdoor enclosures in southern Germany. Estrus and delivery of the young may occur in all months of the year. All of the 23 births recorded were singletons. Postpartum estrus is unusual; normally, females come into estrus 4 to 5 weeks after parturition. Gestation length was 141 ± 1.6 days measured from midestrus. Gravid females, or females with off-spring, were never separated from their family groups since the fathers and offspring from earlier litters were intensivly engaged in positive interactions with the growing young. The development of locomotion, social behavior, and vocal patterns from birth to nutritional weaning is described. Youngsters had specific vocalizations, which were, for the most part, different from those of adults. The results are compared with reproduction and behavioral ontogeny in related prosimian species."
"Classical heinrothian intimidation displays exhibited byGalago demidoff demidoff: A paradigm for pinpointing galagine species diversity","https://scispace.com/paper/classical-heinrothian-intimidation-displays-exhibited-by-8os3et2jrm","12/1988","Journal Article","International Journal of Primatology","Roger S. Pitts","10.1007/BF02735745","https://www.zotero.org/johankarlssonk9/items/PKG7RAVM/attachment/M9WBLGLC/reader","The existence of rhythmic micturation displays among bushbabies is well established but the function of such behavior has been a source of dispute, due largely to indiscriminate lumping of different kinds of phenomena. In this paper classical ethological evaluation of the rhythmic micturation intimidation displays regularly exhibited by dominant adult Galago demidoff demidoffallows comparison with other varieties of intra- /interspecific displaying and agression. These include (1) pure offensive behavior shared by both sexes; (2) defensively toned, antiintruder/antipredator displaying; (3) male- male rank demonstration confrontations; and (4) dominant- female, emotionally neutral self- advertising. The dominant- male, offensively toned displays couple the functions of rival intimidation and partner attraction; they vary between different species of bushbaby, and they represent an important taxonomic tool."
"Lack of Torpor in Free-Ranging Southern Lesser Galagos, Galago moholi: Ecological and Physiological Considerations","https://scispace.com/paper/3KYK7WP7","2006","Journal Article","Folia Primatologica","Nomakwezi Mzilikazi
Judith C. Masters
Barry G. Lovegrove","10.1159/000095392","https://www.zotero.org/johankarlssonk9/items/3KYK7WP7/attachment/9EB5Y5IG/reader","Studies investigating heterothermy under natural conditions are particularly scarce for tropical species. However, heterothermy patterns in tropical and subtropical environments often differ markedly from those observed in arctic and temperate species. The investigation of heterothermy in strepsirhine primates has focussed largely on the Malagasy cheirogaleids. In addition, a physiological verification of torpor occurrence in mainland strepsirhines is important with regard to arguments pertaining to the colonization of Madagascar by strepsirhine primates. We measured body temperatures of 11 free-ranging Galago moholi, between February 2002 and September 2003, for 3 consecutive months for each animal. No incidents of heterothermy were recorded throughout the study period. We considered how physiological and ecological aspects of G. moholi biology might have obviated the use of torpor. It was suggested that the breeding pattern observed in G. moholi prevented torpor use whilst increasing fecundity, and that the ecological costs of torpor far outweighed the energetic costs. This study highlights the need for more studies on free-ranging animals to elucidate the physiological, ecological and phylogenetic constraints and determinants of torpor use. Furthermore, if convincing arguments are to be made regarding the possible role of heterothermy in species dispersal, more data from free-ranging animals are needed."
